LEVEL,DMCODE,GEOM,SLD_FILE,STYLE_LAYER_ID,SPRITE_ID,DECORATION,STATUS,NOTE
5000,5128,line,DM_51xx.sld,dm-5128-line-5000-line,,,supported,shared 51xx dashed line style
5000,5129,line,DM_51xx.sld,dm-5129-line-5000-line,,,supported,shared 51xx dashed line style
5000,5130,line,DM_51xx.sld,dm-5130-line-5000-line,,,supported,shared 51xx dashed line style
5000,5131,line,DM_51xx.sld,dm-5131-line-5000-line,,,supported,shared 51xx dashed line style
5000,5132,line,DM_51xx.sld,dm-5132-line-5000-line,,,supported,shared 51xx dashed line style
5000,5133,line,DM_51xx.sld,dm-5133-line-5000-line,,,supported,shared 51xx dashed line style
5000,5134,line,DM_51xx.sld,dm-5134-line-5000-line,,,supported,shared 51xx dashed line style
5000,5135,line,DM_51xx.sld,dm-5135-line-5000-line,,,supported,shared 51xx dashed line style
5000,5136,line,DM_51xx.sld,dm-5136-line-5000-line,,,supported,shared 51xx dashed line style
5000,5137,line,DM_51xx.sld,dm-5137-line-5000-line,,,supported,shared 51xx dashed line style
5000,5138,line,DM_51xx.sld,dm-5138-line-5000-line,,,supported,shared 51xx dashed line style
5000,5139,line,DM_51xx.sld,dm-5139-line-5000-line,,,supported,shared 51xx dashed line style
5000,5140,line,DM_51xx.sld,dm-5140-line-5000-line,,,supported,shared 51xx dashed line style
5000,5141,line,DM_51xx.sld,dm-5141-line-5000-line,,,supported,shared 51xx dashed line style
5000,5142,line,DM_51xx.sld,dm-5142-line-5000-line,,,supported,shared 51xx dashed line style
5000,5143,line,DM_51xx.sld,dm-5143-line-5000-line,,,supported,shared 51xx dashed line style
5000,5144,line,DM_51xx.sld,dm-5144-line-5000-line,,,supported,shared 51xx dashed line style
5000,5145,line,DM_51xx.sld,dm-5145-line-5000-line,,,supported,shared 51xx dashed line style
5000,5146,line,DM_51xx.sld,dm-5146-line-5000-line,,,supported,shared 51xx dashed line style
5000,5147,line,DM_51xx.sld,dm-5147-line-5000-line,,,supported,shared 51xx dashed line style
5000,5148,line,DM_51xx.sld,dm-5148-line-5000-line,,,supported,shared 51xx dashed line style
5000,5149,line,DM_51xx.sld,dm-5149-line-5000-line,,,supported,shared 51xx dashed line style
5000,5150,line,DM_51xx.sld,dm-5150-line-5000-line,,,supported,shared 51xx dashed line style
5000,5151,line,DM_51xx.sld,dm-5151-line-5000-line,,,supported,shared 51xx dashed line style
5000,5152,line,DM_51xx.sld,dm-5152-line-5000-line,,,supported,shared 51xx dashed line style
5000,5153,line,DM_51xx.sld,dm-5153-line-5000-line,,,supported,shared 51xx dashed line style
5000,5154,line,DM_51xx.sld,dm-5154-line-5000-line,,,supported,shared 51xx dashed line style
5000,5155,line,DM_51xx.sld,dm-5155-line-5000-line,,,supported,shared 51xx dashed line style
5000,5156,line,DM_51xx.sld,dm-5156-line-5000-line,,,supported,shared 51xx dashed line style
5000,5157,line,DM_51xx.sld,dm-5157-line-5000-line,,,supported,shared 51xx dashed line style
5000,5158,line,DM_51xx.sld,dm-5158-line-5000-line,,,supported,shared 51xx dashed line style
5000,5159,line,DM_51xx.sld,dm-5159-line-5000-line,,,supported,shared 51xx dashed line style
5000,5160,line,DM_51xx.sld,dm-5160-line-5000-line,,,supported,shared 51xx dashed line style
5000,5161,line,DM_51xx.sld,dm-5161-line-5000-line,,,supported,shared 51xx dashed line style
5000,5162,line,DM_51xx.sld,dm-5162-line-5000-line,,,supported,shared 51xx dashed line style
5000,5163,line,DM_51xx.sld,dm-5163-line-5000-line,,,supported,shared 51xx dashed line style
